Year,Primary Enrollment,GDP
2002,4778851.0,24255.3385818322
2002,37590000.0,24255.3385818322
2002,,24255.3385818322
2002,241258.0,24255.3385818322
2002,,24255.3385818322
2002,224495.0,24255.3385818322
2002,,24255.3385818322
2002,2399250.0,24255.3385818322
2002,1028697.0,24255.3385818322
2002,68595216.0,24255.3385818322
2002,184047.0,24255.3385818322
2002,37187628.0,24255.3385818322
2002,17105.0,24255.3385818322
2002,153778368.0,24255.3385818322
2002,99905432.0,24255.3385818322
2002,141427.0,24255.3385818322
2002,1325707.0,24255.3385818322
2002,6755124.0,24255.3385818322
2002,1283.0,24255.3385818322
2002,5981338.0,24255.3385818322
2002,7354153.0,24255.3385818322
2002,2047085.0,24255.3385818322
2002,217282240.0,24255.3385818322
2002,,24255.3385818322
2002,364858.0,24255.3385818322
2002,2567685.0,24255.3385818322
2002,18130.0,24255.3385818322
2002,3506780.0,24255.3385818322
2002,2811.0,24255.3385818322
2002,,24255.3385818322
2002,9336913.0,24255.3385818322
2002,37470.0,24255.3385818322
2002,649815104.0,24255.3385818322
2002,30530.0,24255.3385818322
2002,,24255.3385818322
2002,2783371.0,24255.3385818322
2002,7465728.0,24255.3385818322
2002,1731579.0,24255.3385818322
2002,70007176.0,24255.3385818322
2002,,24255.3385818322
2002,64255.0,24255.3385818322
2002,684542.0,24255.3385818322
2002,977534.0,24255.3385818322
2002,5554607.0,24255.3385818322
2002,1534510.0,24255.3385818322
2002,154000000.0,24255.3385818322
2002,,24255.3385818322
2002,2771373.0,24255.3385818322
2002,1197081.0,24255.3385818322
2002,,24255.3385818322
2002,66480.0,24255.3385818322
2002,,24255.3385818322
2002,987676.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,338950.0,24255.3385818322
2002,99895808.0,24255.3385818322
2002,6056420.0,24255.3385818322
2002,,24255.3385818322
2002,4475297.5,24255.3385818322
2002,28780.0,24255.3385818322
2002,64023.0,24255.3385818322
2002,284312.0,24255.3385818322
2002,86021.0,24255.3385818322
2002,785774.0,24255.3385818322
2002,209037.0,24255.3385818322
2002,,24255.3385818322
2002,9623.0,24255.3385818322
2002,2904569.0,24255.3385818322
2002,2137.0,24255.3385818322
2002,1085247.0,24255.3385818322
2002,187375072.0,24255.3385818322
2002,27098446.0,24255.3385818322
2002,99905432.0,24255.3385818322
2002,24954.0,24255.3385818322
2002,1982636.0,24255.3385818322
2002,,24255.3385818322
2002,410562.0,24255.3385818322
2002,,24255.3385818322
2002,6548818.0,24255.3385818322
2002,536423.0,24255.3385818322
2002,,24255.3385818322
2002,1753952.0,24255.3385818322
2002,,24255.3385818322
2002,2116223.0,24255.3385818322
2002,2741627.0,24255.3385818322
2002,5455391.0,24255.3385818322
2002,525093.0,24255.3385818322
2002,5193055.0,24255.3385818322
2002,104274.0,24255.3385818322
2002,89809.0,24255.3385818322
2002,545509.0,24255.3385818322
2002,838519.5,24255.3385818322
2002,971542.0,24255.3385818322
2002,,24255.3385818322
2002,3579.0,24255.3385818322
2002,63717.0,24255.3385818322
2002,603843.0,24255.3385818322
2002,3373176.0,24255.3385818322
2002,44321.0,24255.3385818322
2002,10984.0,24255.3385818322
2002,415205.0,24255.3385818322
2002,1399844.0,24255.3385818322
2002,4691870.0,24255.3385818322
2002,188989536.0,24255.3385818322
2002,305698368.0,24255.3385818322
2002,90944.0,24255.3385818322
2002,44882.0,24255.3385818322
2002,23394.0,24255.3385818322
2002,19380388.0,24255.3385818322
2002,750204.0,24255.3385818322
2002,9840.0,24255.3385818322
2002,,24255.3385818322
2002,2667629.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,263603.0,24255.3385818322
2002,4108.0,24255.3385818322
2002,37517560.0,24255.3385818322
2002,285744.0,24255.3385818322
2002,4986758.0,24255.3385818322
2002,155423.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,203667664.0,24255.3385818322
2002,1933765.0,24255.3385818322
2002,668902.0,24255.3385818322
2002,817171.0,24255.3385818322
2002,767787.0,24255.3385818322
2002,1152798.0,24255.3385818322
2002,938238.0,24255.3385818322
2002,,24255.3385818322
2002,349616.0,24255.3385818322
2002,81057.0,24255.3385818322
2002,34153.0,24255.3385818322
2002,,24255.3385818322
2002,511863.0,24255.3385818322
2002,44430.0,24255.3385818322
2002,4910.0,24255.3385818322
2002,1497204.0,24255.3385818322
2002,386484.0,24255.3385818322
2002,23800006.0,24255.3385818322
2002,330835.0,24255.3385818322
2002,852857.0,24255.3385818322
2002,,24255.3385818322
2002,477865.0,24255.3385818322
2002,425233472.0,24255.3385818322
2002,573940160.0,24255.3385818322
2002,149058160.0,24255.3385818322
2002,48406676.0,24255.3385818322
2002,28926376.0,24255.3385818322
2002,100300000.0,24255.3385818322
2002,,24255.3385818322
2002,115194576.0,24255.3385818322
2002,,24255.3385818322
2002,445947.0,24255.3385818322
2002,,24255.3385818322
2002,31465.0,24255.3385818322
2002,193179.0,24255.3385818322
2002,693567.0,24255.3385818322
2002,329762.0,24255.3385818322
2002,766093.0,24255.3385818322
2002,7325866.0,24255.3385818322
2002,1158299.0,24255.3385818322
2002,4903529.0,24255.3385818322
2002,453357.0,24255.3385818322
2002,2728698.0,24255.3385818322
2002,14809.0,24255.3385818322
2002,6440.0,24255.3385818322
2002,4148432.0,24255.3385818322
2002,148712.0,24255.3385818322
2002,63780432.0,24255.3385818322
2002,52972932.0,24255.3385818322
2002,474396.0,24255.3385818322
2002,2789880.0,24255.3385818322
2002,68421624.0,24255.3385818322
2002,7513015.0,24255.3385818322
2002,18079102.0,24255.3385818322
2002,7855433.0,24255.3385818322
2002,,24255.3385818322
2002,330278.0,24255.3385818322
2002,2490744.0,24255.3385818322
2002,108637.0,24255.3385818322
2002,7213043.0,24255.3385818322
2002,29574686.0,24255.3385818322
2002,76720760.0,24255.3385818322
2002,393267.0,24255.3385818322
2002,3807739.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,281871.0,24255.3385818322
2002,4536143.0,24255.3385818322
2002,255029.0,24255.3385818322
2002,114267.0,24255.3385818322
2002,,24255.3385818322
2002,497376.0,24255.3385818322
2002,2586434.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,2075694.0,24255.3385818322
2002,,24255.3385818322
2002,17378.0,24255.3385818322
2002,78474152.0,24255.3385818322
2002,78390.0,24255.3385818322
2002,,24255.3385818322
2002,182562.0,24255.3385818322
2002,997645.0,24255.3385818322
2002,646343.0,24255.3385818322
2003,356442.0,28300.4630963791
2003,1375.0,28300.4630963791
2003,3928684.0,28300.4630963791
2003,432618.0,28300.4630963791
2003,1290625.0,28300.4630963791
2003,927217.0,28300.4630963791
2003,857592.0,28300.4630963791
2003,,28300.4630963791
2003,408912.0,28300.4630963791
2003,27147516.0,28300.4630963791
2003,3056266.0,28300.4630963791
2003,99053824.0,28300.4630963791
2003,20600796.0,28300.4630963791
2003,314064.0,28300.4630963791
2003,318958.78125,28300.4630963791
2003,15093960.0,28300.4630963791
2003,419903.0,28300.4630963791
2003,4200489.0,28300.4630963791
2003,12970635.0,28300.4630963791
2003,1985.0,28300.4630963791
2003,496616.0,28300.4630963791
2003,2983070.0,28300.4630963791
2003,90216432.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,767872.0,28300.4630963791
2003,935722.0,28300.4630963791
2003,401372.0,28300.4630963791
2003,,28300.4630963791
2003,3352664.0,28300.4630963791
2003,129616.0,28300.4630963791
2003,96906408.0,28300.4630963791
2003,,28300.4630963791
2003,70445968.0,28300.4630963791
2003,56450344.0,28300.4630963791
2003,2218.0,28300.4630963791
2003,1667994.0,28300.4630963791
2003,310813856.0,28300.4630963791
2003,573440704.0,28300.4630963791
2003,429720.0,28300.4630963791
2003,177547104.0,28300.4630963791
2003,183542.0,28300.4630963791
2003,34081.0,28300.4630963791
2003,103359.0,28300.4630963791
2003,41917.0,28300.4630963791
2003,,28300.4630963791
2003,4101157.0,28300.4630963791
2003,394401.0,28300.4630963791
2003,,28300.4630963791
2003,2856480.0,28300.4630963791
2003,66169.0,28300.4630963791
2003,41334424.0,28300.4630963791
2003,14857191.0,28300.4630963791
2003,7602.0,28300.4630963791
2003,516990336.0,28300.4630963791
2003,116635.0,28300.4630963791
2003,1294672.0,28300.4630963791
2003,31710.0,28300.4630963791
2003,4889325.0,28300.4630963791
2003,36719280.0,28300.4630963791
2003,37009.0,28300.4630963791
2003,238676.0,28300.4630963791
2003,,28300.4630963791
2003,212552.0,28300.4630963791
2003,,28300.4630963791
2003,2361588.0,28300.4630963791
2003,990807.0,28300.4630963791
2003,68090704.0,28300.4630963791
2003,183800.0,28300.4630963791
2003,36317908.0,28300.4630963791
2003,17891.0,28300.4630963791
2003,166070816.0,28300.4630963791
2003,105500504.0,28300.4630963791
2003,141036.0,28300.4630963791
2003,1277124.0,28300.4630963791
2003,6575666.0,28300.4630963791
2003,1344.0,28300.4630963791
2003,6562772.0,28300.4630963791
2003,7633314.0,28300.4630963791
2003,1960512.0,28300.4630963791
2003,206176496.0,28300.4630963791
2003,,28300.4630963791
2003,365423.0,28300.4630963791
2003,2513342.0,28300.4630963791
2003,18629.0,28300.4630963791
2003,3449984.0,28300.4630963791
2003,2780.0,28300.4630963791
2003,,28300.4630963791
2003,8841004.0,28300.4630963791
2003,39388.0,28300.4630963791
2003,654776768.0,28300.4630963791
2003,31059.0,28300.4630963791
2003,,28300.4630963791
2003,2950403.0,28300.4630963791
2003,7470476.0,28300.4630963791
2003,,28300.4630963791
2003,69453528.0,28300.4630963791
2003,,28300.4630963791
2003,66473.0,28300.4630963791
2003,694930.0,28300.4630963791
2003,975063.0,28300.4630963791
2003,5416925.0,28300.4630963791
2003,1636563.0,28300.4630963791
2003,166000000.0,28300.4630963791
2003,,28300.4630963791
2003,2912529.0,28300.4630963791
2003,1287093.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,1016098.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,332730.0,28300.4630963791
2003,105491024.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,4508049.0,28300.4630963791
2003,29347.0,28300.4630963791
2003,,28300.4630963791
2003,270004.0,28300.4630963791
2003,87085.0,28300.4630963791
2003,774888.0,28300.4630963791
2003,208444.0,28300.4630963791
2003,,28300.4630963791
2003,9477.0,28300.4630963791
2003,2149493.0,28300.4630963791
2003,1810.0,28300.4630963791
2003,1164093.0,28300.4630963791
2003,177138752.0,28300.4630963791
2003,26244362.0,28300.4630963791
2003,105500504.0,28300.4630963791
2003,24573.0,28300.4630963791
2003,51865176.0,28300.4630963791
2003,,28300.4630963791
2003,414537.0,28300.4630963791
2003,,28300.4630963791
2003,6273652.0,28300.4630963791
2003,535577.0,28300.4630963791
2003,,28300.4630963791
2003,1713538.0,28300.4630963791
2003,,28300.4630963791
2003,2046165.0,28300.4630963791
2003,2798523.0,28300.4630963791
2003,,28300.4630963791
2003,509507.0,28300.4630963791
2003,,28300.4630963791
2003,104274.0,28300.4630963791
2003,87843.0,28300.4630963791
2003,,28300.4630963791
2003,836426.1875,28300.4630963791
2003,925335.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,62868.0,28300.4630963791
2003,566581.0,28300.4630963791
2003,3303737.0,28300.4630963791
2003,46364.0,28300.4630963791
2003,10460.0,28300.4630963791
2003,,28300.4630963791
2003,1374624.0,28300.4630963791
2003,4612574.0,28300.4630963791
2003,178763264.0,28300.4630963791
2003,316459520.0,28300.4630963791
2003,330376.0,28300.4630963791
2003,93974.0,28300.4630963791
2003,46242.0,28300.4630963791
2003,23074.0,28300.4630963791
2003,9897.0,28300.4630963791
2003,,28300.4630963791
2003,3781015.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,252829.0,28300.4630963791
2003,4142.0,28300.4630963791
2003,37339268.0,28300.4630963791
2003,248370.0,28300.4630963791
2003,4885664.0,28300.4630963791
2003,143822.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,1931817.0,28300.4630963791
2003,193404768.0,28300.4630963791
2003,379920.0,28300.4630963791
2003,894859.0,28300.4630963791
2003,761730.0,28300.4630963791
2003,1233214.0,28300.4630963791
2003,1012150.0,28300.4630963791
2003,,28300.4630963791
2003,333016.0,28300.4630963791
2003,81887.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,437005.0,28300.4630963791
2003,47187.0,28300.4630963791
2003,4879.0,28300.4630963791
2003,1494321.0,28300.4630963791
2003,18919122.0,28300.4630963791
2003,635652.0,28300.4630963791
2003,23069288.0,28300.4630963791
2003,739028.0,28300.4630963791
2003,1987465.0,28300.4630963791
2003,464013.0,28300.4630963791
2003,423582560.0,28300.4630963791
2003,579363072.0,28300.4630963791
2003,156118304.0,28300.4630963791
2003,50641048.0,28300.4630963791
2003,29050834.0,28300.4630963791
2003,105139464.0,28300.4630963791
2003,,28300.4630963791
2003,125568600.0,28300.4630963791
2003,,28300.4630963791
2003,447618.0,28300.4630963791
2003,7028924.0,28300.4630963791
2003,4280602.0,28300.4630963791
2003,31470.0,28300.4630963791
2003,702128.0,28300.4630963791
2003,2778877.0,28300.4630963791
2003,325302.0,28300.4630963791
2003,786154.0,28300.4630963791
2003,7268928.0,28300.4630963791
2003,1120005.0,28300.4630963791
2003,5811381.0,28300.4630963791
2003,449399.0,28300.4630963791
2003,2772113.0,28300.4630963791
2003,15798.0,28300.4630963791
2003,6401.0,28300.4630963791
2003,4185330.0,28300.4630963791
2003,154056.0,28300.4630963791
2003,63327016.0,28300.4630963791
2003,875300.0,28300.4630963791
2003,,28300.4630963791
2003,192004.0,28300.4630963791
2003,471777.0,28300.4630963791
2003,1255859.0,28300.4630963791
2003,73424864.0,28300.4630963791
2003,7874308.0,28300.4630963791
2003,17927866.0,28300.4630963791
2003,359299.0,28300.4630963791
2003,2488319.0,28300.4630963791
2003,100171.0,28300.4630963791
2003,7623074.0,28300.4630963791
2003,29139568.0,28300.4630963791
2003,80160784.0,28300.4630963791
2003,113432.0,28300.4630963791
2003,3791555.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,279816.0,28300.4630963791
2003,4488162.0,28300.4630963791
2003,392741.0,28300.4630963791
2003,2524237.0,28300.4630963791
2003,239298.0,28300.4630963791
2003,77886064.0,28300.4630963791
2003,110828.0,28300.4630963791
2003,,28300.4630963791
2003,,28300.4630963791
2003,16598.0,28300.4630963791
2003,,28300.4630963791
2003,73771.0,28300.4630963791
2003,487465.0,28300.4630963791
2003,,28300.4630963791
2003,196426.0,28300.4630963791
2003,1073458.0,28300.4630963791
2003,,28300.4630963791
2003,652052.0,28300.4630963791
2004,1283014.0,32143.6814078562
2004,1529.0,32143.6814078562
2004,4025692.0,32143.6814078562
2004,432345.0,32143.6814078562
2004,941957.0,32143.6814078562
2004,2841640.0,32143.6814078562
2004,980033.0,32143.6814078562
2004,,32143.6814078562
2004,403412.0,32143.6814078562
2004,26953492.0,32143.6814078562
2004,3159376.0,32143.6814078562
2004,353062.0,32143.6814078562
2004,21395510.0,32143.6814078562
2004,98683728.0,32143.6814078562
2004,388948.0,32143.6814078562
2004,3369054.5,32143.6814078562
2004,16207286.0,32143.6814078562
2004,429837.0,32143.6814078562
2004,4133386.0,32143.6814078562
2004,13017973.0,32143.6814078562
2004,1855.0,32143.6814078562
2004,508333.0,32143.6814078562
2004,2855692.0,32143.6814078562
2004,95249752.0,32143.6814078562
2004,,32143.6814078562
2004,,32143.6814078562
2004,758476.0,32143.6814078562
2004,930918.0,32143.6814078562
2004,126226.0,32143.6814078562
2004,,32143.6814078562
2004,434181.0,32143.6814078562
2004,198911.0,32143.6814078562
2004,,32143.6814078562
2004,320826.0,32143.6814078562
2004,69544904.0,32143.6814078562
2004,101962608.0,32143.6814078562
2004,60064300.0,32143.6814078562
2004,2266.0,32143.6814078562
2004,1580072.0,32143.6814078562
2004,316732384.0,32143.6814078562
2004,594519104.0,32143.6814078562
2004,427009.0,32143.6814078562
2004,188405872.0,32143.6814078562
2004,170216.0,32143.6814078562
2004,34603.0,32143.6814078562
2004,92453.0,32143.6814078562
2004,39872.0,32143.6814078562
2004,3569473.0,32143.6814078562
2004,,32143.6814078562
2004,1831.0,32143.6814078562
2004,3366470.0,32143.6814078562
2004,63300.0,32143.6814078562
2004,41162528.0,32143.6814078562
2004,14781327.0,32143.6814078562
2004,8250.0,32143.6814078562
2004,534454816.0,32143.6814078562
2004,113362.0,32143.6814078562
2004,1396791.0,32143.6814078562
2004,31064.0,32143.6814078562
2004,4932646.0,32143.6814078562
2004,36477128.0,32143.6814078562
2004,36793.0,32143.6814078562
2004,235730.0,32143.6814078562
2004,4070182.0,32143.6814078562
2004,69978600.0,32143.6814078562
2004,26821588.0,32143.6814078562
2004,65351.0,32143.6814078562
2004,,32143.6814078562
2004,68205408.0,32143.6814078562
2004,183483.0,32143.6814078562
2004,36088176.0,32143.6814078562
2004,17113.0,32143.6814078562
2004,171071744.0,32143.6814078562
2004,110732216.0,32143.6814078562
2004,137313.0,32143.6814078562
2004,1228347.0,32143.6814078562
2004,6617912.0,32143.6814078562
2004,1404.0,32143.6814078562
2004,7083063.0,32143.6814078562
2004,7377292.0,32143.6814078562
2004,1850734.0,32143.6814078562
2004,690270.0,32143.6814078562
2004,217722416.0,32143.6814078562
2004,,32143.6814078562
2004,2451125.0,32143.6814078562
2004,17536.0,32143.6814078562
2004,3453379.0,32143.6814078562
